timestamp,date,open,high,low,close,volume,open_interest
1769230800,2026-01-24,83,83,83,83,200,200
1769317200,2026-01-25,76,76,76,76,200,200
1769403600,2026-01-26,80,80,78,78,260,430
1769490000,2026-01-27,77,77,77,77,11,441
1769576400,2026-01-28,78,78,78,78,5,441
1769662800,2026-01-29,77,77,77,77,4,445
1769749200,2026-01-30,77,77,77,77,20,465
1769835600,2026-01-31,,,,,0,465
1769922000,2026-02-01,77,78,77,77,404,865
1770008400,2026-02-02,77,78,77,78,701,1565
1770094800,2026-02-03,78,78,77,77,4,1565
1770181200,2026-02-04,,,,,0,1565
1770267600,2026-02-05,77,77,77,77,5,1570
