timestamp,date,open,high,low,close,volume,open_interest
1754798400,2025-08-10,53,58,53,58,447,1848
1754884800,2025-08-11,,,,,0,1848
1754971200,2025-08-12,,,,,0,1848
1755057600,2025-08-13,,,,,0,1848
1755144000,2025-08-14,,,,,0,1848
1755230400,2025-08-15,73,74,73,74,35,1883
1755316800,2025-08-16,,,,,0,1883
1755403200,2025-08-17,,,,,0,1883
1755489600,2025-08-18,,,,,0,1883
1755576000,2025-08-19,,,,,0,1883
1755662400,2025-08-20,,,,,0,1883
1755748800,2025-08-21,61,61,60,61,25,1898
1755835200,2025-08-22,,,,,0,1898
1755921600,2025-08-23,,,,,0,1898
1756008000,2025-08-24,,,,,0,1898
1756094400,2025-08-25,,,,,0,1898
1756180800,2025-08-26,,,,,0,1898
1756267200,2025-08-27,,,,,0,1898
1756353600,2025-08-28,,,,,0,1898
1756440000,2025-08-29,,,,,0,1898
1756526400,2025-08-30,,,,,0,1898
1756612800,2025-08-31,,,,,0,1898
1756699200,2025-09-01,61,61,61,61,20,1918
1756785600,2025-09-02,60,74,60,74,10,1918
1756872000,2025-09-03,,,,,0,1918
1756958400,2025-09-04,,,,,0,1918
1757044800,2025-09-05,,,,,0,1918
1757131200,2025-09-06,,,,,0,1918
1757217600,2025-09-07,,,,,0,1918
1757304000,2025-09-08,,,,,0,1918
1757390400,2025-09-09,,,,,0,1918
1757476800,2025-09-10,60,60,60,60,20,1918
1757563200,2025-09-11,,,,,0,1918
1757649600,2025-09-12,74,74,74,74,60,1978
1757736000,2025-09-13,,,,,0,1978
1757822400,2025-09-14,,,,,0,1978
1757908800,2025-09-15,,,,,0,1978
1757995200,2025-09-16,,,,,0,1978
1758081600,2025-09-17,,,,,0,1978
1758168000,2025-09-18,,,,,0,1978
1758254400,2025-09-19,,,,,0,1978
1758340800,2025-09-20,,,,,0,1978
1758427200,2025-09-21,,,,,0,1978
1758513600,2025-09-22,,,,,0,1978
1758600000,2025-09-23,,,,,0,1978
1758686400,2025-09-24,,,,,0,1978
1758772800,2025-09-25,,,,,0,1978
1758859200,2025-09-26,,,,,0,1978
1758945600,2025-09-27,,,,,0,1978
1759032000,2025-09-28,,,,,0,1978
1759118400,2025-09-29,,,,,0,1978
1759204800,2025-09-30,,,,,0,1978
1759291200,2025-10-01,,,,,0,1978
1759377600,2025-10-02,,,,,0,1978
1759464000,2025-10-03,,,,,0,1978
1759550400,2025-10-04,,,,,0,1978
1759636800,2025-10-05,,,,,0,1978
1759723200,2025-10-06,,,,,0,1978
1759809600,2025-10-07,,,,,0,1978
1759896000,2025-10-08,,,,,0,1978
1759982400,2025-10-09,,,,,0,1978
1760068800,2025-10-10,,,,,0,1978
1760155200,2025-10-11,,,,,0,1978
1760241600,2025-10-12,,,,,0,1978
1760328000,2025-10-13,,,,,0,1978
1760414400,2025-10-14,,,,,0,1978
1760500800,2025-10-15,,,,,0,1978
1760587200,2025-10-16,,,,,0,1978
1760673600,2025-10-17,61,66,57,66,457,1578
1760760000,2025-10-18,66,66,62,62,819,759
1760846400,2025-10-19,,,,,0,759
1760932800,2025-10-20,,,,,0,759
1761019200,2025-10-21,,,,,0,759
1761105600,2025-10-22,60,60,56,56,428,375
1761192000,2025-10-23,,,,,0,375
1761278400,2025-10-24,,,,,0,375
1761364800,2025-10-25,,,,,0,375
1761451200,2025-10-26,,,,,0,375
1761537600,2025-10-27,,,,,0,375
1761624000,2025-10-28,,,,,0,375
1761710400,2025-10-29,,,,,0,375
1761796800,2025-10-30,,,,,0,375
1761883200,2025-10-31,,,,,0,375
1761969600,2025-11-01,,,,,0,375
1762056000,2025-11-02,,,,,0,375
1762142400,2025-11-03,,,,,0,375
1762232400,2025-11-04,,,,,0,375
1762318800,2025-11-05,,,,,0,375
1762405200,2025-11-06,,,,,0,375
1762491600,2025-11-07,,,,,0,375
1762578000,2025-11-08,,,,,0,375
1762664400,2025-11-09,56,56,54,54,234,375
1762750800,2025-11-10,,,,,0,375
1762837200,2025-11-11,,,,,0,375
1762923600,2025-11-12,,,,,0,375
1763010000,2025-11-13,,,,,0,375
1763096400,2025-11-14,64,64,64,64,16,375
1763182800,2025-11-15,,,,,0,375
1763269200,2025-11-16,,,,,0,375
1763355600,2025-11-17,66,66,66,66,20,395
1763442000,2025-11-18,,,,,0,395
1763528400,2025-11-19,70,90,70,90,500,595
1763614800,2025-11-20,,,,,0,595
1763701200,2025-11-21,,,,,0,595
1763787600,2025-11-22,,,,,0,595
1763874000,2025-11-23,,,,,0,595
1763960400,2025-11-24,,,,,0,595
1764046800,2025-11-25,,,,,0,595
1764133200,2025-11-26,,,,,0,595
1764219600,2025-11-27,,,,,0,595
1764306000,2025-11-28,,,,,0,595
1764392400,2025-11-29,,,,,0,595
1764478800,2025-11-30,,,,,0,595
1764565200,2025-12-01,,,,,0,595
1764651600,2025-12-02,,,,,0,595
1764738000,2025-12-03,,,,,0,595
1764824400,2025-12-04,,,,,0,595
1764910800,2025-12-05,,,,,0,595
1764997200,2025-12-06,,,,,0,595
1765083600,2025-12-07,,,,,0,595
1765170000,2025-12-08,,,,,0,595
1765256400,2025-12-09,71,71,71,71,10,598
1765342800,2025-12-10,,,,,0,598
1765429200,2025-12-11,,,,,0,598
1765515600,2025-12-12,,,,,0,598
1765602000,2025-12-13,,,,,0,598
1765688400,2025-12-14,71,71,70,70,98,671
1765774800,2025-12-15,,,,,0,671
1765861200,2025-12-16,75,75,75,75,10,661
