timestamp,date,open,high,low,close,volume,open_interest
1769230800,2026-01-24,12,13,12,13,114,114
1769317200,2026-01-25,13,13,13,13,2,116
1769403600,2026-01-26,11,12,11,12,245,361
1769490000,2026-01-27,12,12,12,12,54,415
1769576400,2026-01-28,12,12,12,12,78,493
1769662800,2026-01-29,12,12,11,11,117,454
1769749200,2026-01-30,12,12,12,12,156,610
1769835600,2026-01-31,12,12,12,12,5,615
1769922000,2026-02-01,12,12,12,12,163,778
1770008400,2026-02-02,12,12,12,12,15,793
1770094800,2026-02-03,12,12,12,12,7,800
1770181200,2026-02-04,,,,,0,800
1770267600,2026-02-05,12,12,12,12,196,996
